Product Type,Majestic Type,Size,Product Orientation,Shape,Stock,Coating,Lamination,Spot UV Sides,Colorspec,Runsize,Scoring Options,Slits,Blank Envelopes
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),1000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),1000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),1000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),5000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),2500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,Moon Slits Bottom Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),500,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),10000,Score in Half,Moon Slits Right Panel,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Both Sides,4/1,2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),1000,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,5.5 x 8.5,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Front,4/4 (4 color both sides),2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Horizontal,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
Majestic,Silk,4.25 x 11,Vertical,Rectangle,16PT C2S,Spot UV,Silk,Spot UV Back,4/4 (4 color both sides),2500,Score in Half,No Gift Cards Slits,Yes 1000 Envelopes A2
